"Notes"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Overlapping lesion of brain and other parts of central nervous system - Malignant neoplasms"	"C72.8"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Central nervous system, unspecified - Malignant neoplasms"	"C72.9"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Malignant neoplasm of thyroid gland"	"C73"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Medulla of adrenal gland - Malignant neoplasms"	"C74.1"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Parathyroid gland - Malignant neoplasms"	"C75.0"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Pituitary gland - Malignant neoplasms"	"C75.1"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Pineal gland - Malignant neoplasms"	"C75.3"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Pineal gland - Malignant neoplasms"	"C75.3"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Pineal gland - Malignant neoplasms"	"C75.3"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Pineal gland - Malignant neoplasms"	"C75.3"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Pineal gland - Malignant neoplasms"	"C75.3"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Pineal gland - Malignant neoplasms"	"C75.3"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Pineal gland - Malignant neoplasms"	"C75.3"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Pineal gland - Malignant neoplasms"	"C75.3"	"2006"	"2006"	Suppressed	1467187	Suppressed
