"Notes"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Nodular sclerosis - Malignant neoplasms"	"C81.1"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Nodular sclerosis - Malignant neoplasms"	"C81.1"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Nodular sclerosis - Malignant neoplasms"	"C81.1"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Nodular sclerosis - Malignant neoplasms"	"C81.1"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Nodular sclerosis - Malignant neoplasms"	"C81.1"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Nodular sclerosis - Malignant neoplasms"	"C81.1"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Nodular sclerosis - Malignant neoplasms"	"C81.1"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Nodular sclerosis - Malignant neoplasms"	"C81.1"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Nodular sclerosis - Malignant neoplasms"	"C81.1"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Nodular sclerosis - Malignant neoplasms"	"C81.1"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Nodular sclerosis - Malignant neoplasms"	"C81.1"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Nodular sclerosis - Malignant neoplasms"	"C81.1"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Nodular sclerosis - Malignant neoplasms"	"C81.1"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Nodular sclerosis - Malignant neoplasms"	"C81.1"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Nodular sclerosis - Malignant neoplasms"	"C81.1"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Nodular sclerosis - Malignant neoplasms"	"C81.1"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Mixed cellularity - Malignant neoplasms"	"C81.2"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Lymphocytic depletion - Malignant neoplasms"	"C81.3"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"2001"	"2001"	13	1380173	Unreliable
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"2014"	"2014"	10	1627763	Unreliable
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Hodgkin's disease, unspecified - Malignant neoplasms"	"C81.9"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Small cleaved cell, follicular - Malignant neoplasms"	"C82.0"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Mixed small cleaved and large cell, follicular - Malignant neoplasms"	"C82.1"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Large cell, follicular - Malignant neoplasms"	"C82.2"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Follicular non-Hodgkin's lymphoma, unspecified - Malignant neoplasms"	"C82.9"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Small cell (diffuse) - Malignant neoplasms"	"C83.0"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Small cleaved cell (diffuse) - Malignant neoplasms"	"C83.1"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	"2015"	"2015"	Suppressed	1653141	Suppressed
