County,County Code,Year,Race,Race Code,Deaths,Population,Crude Rate,Age Adjusted Rate
"Perry County, OH",39127,2001,White,2106-3,275,34117,806,848.6
"Perry County, OH",39127,2002,White,2106-3,336,34355,978,1004.7
"Perry County, OH",39127,2003,White,2106-3,344,34665,992.4,1036.9
"Perry County, OH",39127,2004,White,2106-3,302,34823,867.2,886.4
"Perry County, OH",39127,2005,White,2106-3,361,34945,1033.1,1090.2
"Perry County, OH",39127,2006,White,2106-3,306,35108,871.6,893.4
"Perry County, OH",39127,2007,White,2106-3,282,35251,800,807.1
"Perry County, OH",39127,2008,White,2106-3,321,35810,896.4,903.8
"Perry County, OH",39127,2009,White,2106-3,348,35640,976.4,978.3
"Perry County, OH",39127,2010,White,2106-3,321,35697,899.2,893.2
"Pickaway County, OH",39129,2000,White,2106-3,440,48892,899.9,1010.2
"Pickaway County, OH",39129,2001,White,2106-3,437,48706,897.2,988.9
"Pickaway County, OH",39129,2002,Black or African American,2054-5,10,2700,370.4 (Unreliable),1077.3 (Unreliable)
"Pickaway County, OH",39129,2002,White,2106-3,455,48723,933.9,1038.4
"Pickaway County, OH",39129,2003,White,2106-3,436,48912,891.4,958
"Pickaway County, OH",39129,2004,White,2106-3,384,49405,777.2,825.8
"Pickaway County, OH",39129,2005,Black or African American,2054-5,12,2391,501.9 (Unreliable),2247.0 (Unreliable)
"Pickaway County, OH",39129,2005,White,2106-3,469,50200,934.3,981.1
"Pickaway County, OH",39129,2006,White,2106-3,470,51311,916,939.4
"Pickaway County, OH",39129,2007,Black or African American,2054-5,12,2466,486.6 (Unreliable),2205.9 (Unreliable)
"Pickaway County, OH",39129,2007,White,2106-3,454,52211,869.5,869.5
"Pickaway County, OH",39129,2008,White,2106-3,452,52639,858.7,856.7
"Pickaway County, OH",39129,2009,White,2106-3,484,52775,917.1,892.1
"Pickaway County, OH",39129,2010,White,2106-3,489,53225,918.7,886.2
"Pike County, OH",39131,2000,White,2106-3,291,27069,1075,1023.5
"Pike County, OH",39131,2001,White,2106-3,307,27175,1129.7,1066.5
"Pike County, OH",39131,2002,White,2106-3,323,27428,1177.6,1094.4
"Pike County, OH",39131,2003,White,2106-3,301,27610,1090.2,1007.7
"Pike County, OH",39131,2004,White,2106-3,291,27787,1047.3,968.4
"Pike County, OH",39131,2005,White,2106-3,313,27644,1132.3,1022.9
"Pike County, OH",39131,2006,White,2106-3,301,27951,1076.9,968.4
"Pike County, OH",39131,2007,White,2106-3,307,28003,1096.3,958.6
"Pike County, OH",39131,2008,White,2106-3,320,28103,1138.7,991.5
"Pike County, OH",39131,2009,White,2106-3,347,28040,1237.5,1072.8
"Pike County, OH",39131,2010,White,2106-3,289,28051,1030.3,869.5
"Portage County, OH",39133,2000,Black or African American,2054-5,23,5316,432.7,981.3
"Portage County, OH",39133,2000,White,2106-3,1036,144999,714.5,828.6
"Portage County, OH",39133,2001,Black or African American,2054-5,32,5584,573.1,1178.2
"Portage County, OH",39133,2001,White,2106-3,1068,146028,731.4,826.5
"Portage County, OH",39133,2002,Black or African American,2054-5,21,5797,362.3,678.8
"Portage County, OH",39133,2002,White,2106-3,1127,146768,767.9,859.1
"Portage County, OH",39133,2003,Black or African American,2054-5,25,6097,410,862.1
"Portage County, OH",39133,2003,White,2106-3,1152,147652,780.2,859.3
"Portage County, OH",39133,2004,Black or African American,2054-5,32,6229,513.7,1000.2
"Portage County, OH",39133,2004,White,2106-3,1176,148186,793.6,852.8
"Portage County, OH",39133,2005,Black or African American,2054-5,39,6426,606.9,1084.2
"Portage County, OH",39133,2005,White,2106-3,1198,148536,806.5,855.1
"Portage County, OH",39133,2006,Black or African American,2054-5,29,6584,440.5,770.9
"Portage County, OH",39133,2006,White,2106-3,1129,148617,759.7,793.5
"Portage County, OH",39133,2007,Black or African American,2054-5,23,6997,328.7,605.9
"Portage County, OH",39133,2007,White,2106-3,1160,149508,775.9,798.4
"Portage County, OH",39133,2008,Black or African American,2054-5,38,7369,515.7,1063.9
"Portage County, OH",39133,2008,White,2106-3,1210,150024,806.5,800.1
"Portage County, OH",39133,2009,Black or African American,2054-5,38,7541,503.9,876.5
"Portage County, OH",39133,2009,White,2106-3,1229,150814,814.9,796.4
"Portage County, OH",39133,2010,Black or African American,2054-5,31,7623,406.7,807.5
"Portage County, OH",39133,2010,White,2106-3,1270,150830,842,800
"Preble County, OH",39135,2000,White,2106-3,385,41927,918.3,944.9
"Preble County, OH",39135,2001,White,2106-3,379,41968,903.1,896.6
"Preble County, OH",39135,2002,White,2106-3,396,42125,940.1,905.8
"Preble County, OH",39135,2003,White,2106-3,380,42144,901.7,858.8
"Preble County, OH",39135,2004,White,2106-3,405,42106,961.9,891.2
"Preble County, OH",39135,2005,White,2106-3,409,42069,972.2,895.1
"Preble County, OH",39135,2006,White,2106-3,419,42124,994.7,909.8
"Preble County, OH",39135,2007,White,2106-3,375,42020,892.4,800.9
"Preble County, OH",39135,2008,White,2106-3,404,42122,959.1,832.4
"Preble County, OH",39135,2009,White,2106-3,413,41830,987.3,845.2
"Preble County, OH",39135,2010,White,2106-3,437,41681,1048.4,870.7
"Putnam County, OH",39137,2000,White,2106-3,278,34510,805.6,755.4
"Putnam County, OH",39137,2001,White,2106-3,285,34517,825.7,769.7
"Putnam County, OH",39137,2002,White,2106-3,306,34403,889.5,809.2
"Putnam County, OH",39137,2003,White,2106-3,299,34489,866.9,780.3
"Putnam County, OH",39137,2004,White,2106-3,313,34400,909.9,814.8
"Putnam County, OH",39137,2005,White,2106-3,278,34481,806.2,716.7
"Putnam County, OH",39137,2006,White,2106-3,264,34431,766.8,669.1
"Putnam County, OH",39137,2007,White,2106-3,276,34392,802.5,692.5
"Putnam County, OH",39137,2008,White,2106-3,290,34282,845.9,718
"Putnam County, OH",39137,2009,White,2106-3,315,34192,921.3,769.5
"Putnam County, OH",39137,2010,White,2106-3,308,34097,903.3,748.9
"Richland County, OH",39139,2000,Black or African American,2054-5,86,12758,674.1,1236.6
"Richland County, OH",39139,2000,White,2106-3,1124,114964,977.7,869.7
"Richland County, OH",39139,2001,Black or African American,2054-5,82,12614,650.1,991.8
"Richland County, OH",39139,2001,White,2106-3,1179,114421,1030.4,900.1
"Richland County, OH",39139,2002,Black or African American,2054-5,96,12865,746.2,1206.9
"Richland County, OH",39139,2002,White,2106-3,1127,114351,985.6,842.2
"Richland County, OH",39139,2003,Black or African American,2054-5,84,12881,652.1,1044.5
"Richland County, OH",39139,2003,White,2106-3,1119,114238,979.5,818.8
"Richland County, OH",39139,2004,Black or African American,2054-5,76,12847,591.6,901.2
"Richland County, OH",39139,2004,White,2106-3,1153,114033,1011.1,834.4
"Richland County, OH",39139,2005,Black or African American,2054-5,109,12789,852.3,1264
"Richland County, OH",39139,2005,White,2106-3,1146,113761,1007.4,822.9
"Richland County, OH",39139,2006,Black or African American,2054-5,91,12887,706.1,1057.5
"Richland County, OH",39139,2006,White,2106-3,1190,113215,1051.1,836.6
"Richland County, OH",39139,2007,Black or African American,2054-5,88,12810,687,981.1
"Richland County, OH",39139,2007,White,2106-3,1145,112931,1013.9,787.8
"Richland County, OH",39139,2008,Black or African American,2054-5,94,12862,730.8,1030.8
"Richland County, OH",39139,2008,White,2106-3,1153,111980,1029.6,784
"Richland County, OH",39139,2009,Black or African American,2054-5,96,12783,751,1099
"Richland County, OH",39139,2009,White,2106-3,1154,111271,1037.1,778.9
"Richland County, OH",39139,2010,Black or African American,2054-5,79,12711,621.5,882.1
"Richland County, OH",39139,2010,White,2106-3,1229,110477,1112.4,828.5
"Ross County, OH",39141,2000,Black or African American,2054-5,34,4835,703.2,1194.9
"Ross County, OH",39141,2000,White,2106-3,674,67900,992.6,1006
"Ross County, OH",39141,2001,Black or African American,2054-5,24,4826,497.3,819.6
"Ross County, OH",39141,2001,White,2106-3,676,68396,988.4,1000.6
"Ross County, OH",39141,2002,Black or African American,2054-5,34,4824,704.8,1262.8
"Ross County, OH",39141,2002,White,2106-3,735,68907,1066.7,1079.5
"Ross County, OH",39141,2003,Black or African American,2054-5,31,4999,620.1,1094
"Ross County, OH",39141,2003,White,2106-3,747,69370,1076.8,1094.5
"Ross County, OH",39141,2004,Black or African American,2054-5,40,5082,787.1,1193.7
"Ross County, OH",39141,2004,White,2106-3,627,69529,901.8,911.2
"Ross County, OH",39141,2005,Black or African American,2054-5,37,5127,721.7,1056.7
"Ross County, OH",39141,2005,White,2106-3,730,70136,1040.8,1040.4
"Ross County, OH",39141,2006,Black or African American,2054-5,31,5228,593,890.3
"Ross County, OH",39141,2006,White,2106-3,678,70746,958.4,927.7
"Ross County, OH",39141,2007,Black or African American,2054-5,34,5390,630.8,1106.3
"Ross County, OH",39141,2007,White,2106-3,691,71358,968.4,933
"Ross County, OH",39141,2008,Black or African American,2054-5,33,5441,606.5,848.5
"Ross County, OH",39141,2008,White,2106-3,709,71576,990.6,932.9
"Ross County, OH",39141,2009,Black or African American,2054-5,27,5463,494.2,759.1
"Ross County, OH",39141,2009,White,2106-3,735,71716,1024.9,953.6
"Ross County, OH",39141,2010,Black or African American,2054-5,25,5507,454,689.6
"Ross County, OH",39141,2010,White,2106-3,784,71837,1091.4,1001.8
"Sandusky County, OH",39143,2000,Black or African American,2054-5,12,1953,614.4 (Unreliable),1101.2 (Unreliable)
"Sandusky County, OH",39143,2000,White,2106-3,577,59527,969.3,842.8
"Sandusky County, OH",39143,2001,White,2106-3,573,59493,963.1,832.2
"Sandusky County, OH",39143,2002,Black or African American,2054-5,14,2029,690.0 (Unreliable),1030.2 (Unreliable)
"Sandusky County, OH",39143,2002,White,2106-3,602,59552,1010.9,861.9
"Sandusky County, OH",39143,2003,Black or African American,2054-5,15,2090,717.7 (Unreliable),1292.2 (Unreliable)
"Sandusky County, OH",39143,2003,White,2106-3,637,59356,1073.2,901.4
"Sandusky County, OH",39143,2004,Black or African American,2054-5,15,2154,696.4 (Unreliable),1120.6 (Unreliable)
"Sandusky County, OH",39143,2004,White,2106-3,616,59415,1036.8,871.9
"Sandusky County, OH",39143,2005,White,2106-3,623,59303,1050.5,861.3
"Sandusky County, OH",39143,2006,Black or African American,2054-5,17,2221,765.4 (Unreliable),1206.4 (Unreliable)
"Sandusky County, OH",39143,2006,White,2106-3,618,59126,1045.2,851.2
"Sandusky County, OH",39143,2007,Black or African American,2054-5,17,2252,754.9 (Unreliable),1080.0 (Unreliable)
"Sandusky County, OH",39143,2007,White,2106-3,621,58912,1054.1,858.5
"Sandusky County, OH",39143,2008,Black or African American,2054-5,13,2267,573.4 (Unreliable),944.6 (Unreliable)
"Sandusky County, OH",39143,2008,White,2106-3,653,58485,1116.5,891.9
"Sandusky County, OH",39143,2009,Black or African American,2054-5,13,2278,570.7 (Unreliable),1204.7 (Unreliable)
"Sandusky County, OH",39143,2009,White,2106-3,581,58325,996.1,782.1
"Sandusky County, OH",39143,2010,Black or African American,2054-5,12,2321,517.0 (Unreliable),827.0 (Unreliable)
"Sandusky County, OH",39143,2010,White,2106-3,643,58170,1105.4,865.6
"Scioto County, OH",39145,2000,Black or African American,2054-5,19,2334,814.1 (Unreliable),1522.2 (Unreliable)
"Scioto County, OH",39145,2000,White,2106-3,951,75964,1251.9,1090.8
"Scioto County, OH",39145,2001,White,2106-3,964,75529,1276.3,1116.2
"Scioto County, OH",39145,2002,Black or African American,2054-5,20,2321,861.7,1734.9
"Scioto County, OH",39145,2002,White,2106-3,971,75402,1287.8,1126.3
"Scioto County, OH",39145,2003,Black or African American,2054-5,14,2297,609.5 (Unreliable),1100.0 (Unreliable)
"Scioto County, OH",39145,2003,White,2106-3,960,75076,1278.7,1114.4
"Scioto County, OH",39145,2004,Black or African American,2054-5,18,2238,804.3 (Unreliable),1505.4 (Unreliable)
"Scioto County, OH",39145,2004,White,2106-3,908,74620,1216.8,1056
"Scioto County, OH",39145,2005,Black or African American,2054-5,10,2279,438.8 (Unreliable),831.8 (Unreliable)
"Scioto County, OH",39145,2005,White,2106-3,879,74787,1175.3,1012.6
"Scioto County, OH",39145,2006,White,2106-3,875,75026,1166.3,989.4
"Scioto County, OH",39145,2007,Black or African American,2054-5,14,2464,568.2 (Unreliable),1236.9 (Unreliable)
"Scioto County, OH",39145,2007,White,2106-3,879,75454,1164.9,971.8
"Scioto County, OH",39145,2008,Black or African American,2054-5,16,2511,637.2 (Unreliable),1408.6 (Unreliable)
"Scioto County, OH",39145,2008,White,2106-3,1004,75729,1325.8,1109.2
"Scioto County, OH",39145,2009,Black or African American,2054-5,11,2492,441.4 (Unreliable),1016.5 (Unreliable)
"Scioto County, OH",39145,2009,White,2106-3,875,75863,1153.4,964
"Scioto County, OH",39145,2010,Black or African American,2054-5,10,2556,391.2 (Unreliable),748.9 (Unreliable)
"Scioto County, OH",39145,2010,White,2106-3,937,76071,1231.7,1027.3
"Seneca County, OH",39147,2000,White,2106-3,581,56979,1019.7,961.6
"Seneca County, OH",39147,2001,White,2106-3,527,56635,930.5,858
"Seneca County, OH",39147,2002,Black or African American,2054-5,10,1358,736.4 (Unreliable),1270.4 (Unreliable)
"Seneca County, OH",39147,2002,White,2106-3,516,56307,916.4,836.8
"Seneca County, OH",39147,2003,White,2106-3,550,56119,980.1,877.2
"Seneca County, OH",39147,2004,White,2106-3,550,55978,982.5,860.2
"Seneca County, OH",39147,2005,White,2106-3,574,55646,1031.5,891.7
"Seneca County, OH",39147,2006,White,2106-3,582,55322,1052,880.5
"Seneca County, OH",39147,2007,Black or African American,2054-5,15,1640,914.6 (Unreliable),1460.1 (Unreliable)
"Seneca County, OH",39147,2007,White,2106-3,567,55173,1027.7,849.8
"Seneca County, OH",39147,2008,White,2106-3,571,55007,1038,831
"Seneca County, OH",39147,2009,Black or African American,2054-5,11,1742,631.5 (Unreliable),995.4 (Unreliable)
"Seneca County, OH",39147,2009,White,2106-3,538,54653,984.4,787
"Seneca County, OH",39147,2010,Black or African American,2054-5,12,1811,662.6 (Unreliable),1160.3 (Unreliable)
"Seneca County, OH",39147,2010,White,2106-3,512,54411,941,733.9
"Shelby County, OH",39149,2000,Black or African American,2054-5,10,906,1103.8 (Unreliable),2036.6 (Unreliable)
"Shelby County, OH",39149,2000,White,2106-3,408,46397,879.4,869.3
"Shelby County, OH",39149,2001,Black or African American,2054-5,10,983,1017.3 (Unreliable),1832.3 (Unreliable)
"Shelby County, OH",39149,2001,White,2106-3,400,47076,849.7,855.5
"Shelby County, OH",39149,2002,White,2106-3,449,47027,954.8,948.4
"Shelby County, OH",39149,2003,White,2106-3,378,47093,802.7,789.2
"Shelby County, OH",39149,2004,White,2106-3,364,47081,773.1,764
"Shelby County, OH",39149,2005,White,2106-3,387,47251,819,786.5
"Shelby County, OH",39149,2006,White,2106-3,386,47281,816.4,788.8
"Shelby County, OH",39149,2007,White,2106-3,390,47358,823.5,789.7
"Shelby County, OH",39149,2008,White,2106-3,379,47518,797.6,759.5
"Shelby County, OH",39149,2009,Black or African American,2054-5,10,1318,758.7 (Unreliable),1040.9 (Unreliable)
"Shelby County, OH",39149,2009,White,2106-3,386,47595,811,756.5
"Shelby County, OH",39149,2010,White,2106-3,372,47475,783.6,716
"Stark County, OH",39151,2000,Black or African American,2054-5,255,29303,870.2,1132.6
"Stark County, OH",39151,2000,White,2106-3,3618,345249,1047.9,869.3
"Stark County, OH",39151,2001,Black or African American,2054-5,259,29666,873.1,1160.6
"Stark County, OH",39151,2001,White,2106-3,3661,344001,1064.2,877.2
"Stark County, OH",39151,2002,Black or African American,2054-5,253,29763,850,1117.2
"Stark County, OH",39151,2002,White,2106-3,3585,343333,1044.2,845
"Stark County, OH",39151,2003,Black or African American,2054-5,264,30017,879.5,1180.9
"Stark County, OH",39151,2003,White,2106-3,3742,342749,1091.8,873.7
"Stark County, OH",39151,2004,Black or African American,2054-5,258,30305,851.3,1167
"Stark County, OH",39151,2004,White,2106-3,3424,342284,1000.3,787.5
"Stark County, OH",39151,2005,Black or African American,2054-5,244,30644,796.2,1034.6
"Stark County, OH",39151,2005,White,2106-3,3639,341199,1066.5,827.9
"Stark County, OH",39151,2006,Black or African American,2054-5,256,31098,823.2,1063.8
"Stark County, OH",39151,2006,White,2106-3,3562,340769,1045.3,793.8
"Stark County, OH",39151,2007,Black or African American,2054-5,263,31658,830.8,1070.9
"Stark County, OH",39151,2007,White,2106-3,3668,340768,1076.4,800.1
"Stark County, OH",39151,2008,Black or African American,2054-5,250,31973,781.9,989.7
"Stark County, OH",39151,2008,White,2106-3,3738,340643,1097.3,805.6
"Stark County, OH",39151,2009,Black or African American,2054-5,247,32241,766.1,966.6
"Stark County, OH",39151,2009,White,2106-3,3552,339430,1046.5,758.3
"Stark County, OH",39151,2010,Black or African American,2054-5,252,32447,776.7,965.1
"Stark County, OH",39151,2010,White,2106-3,3689,338538,1089.7,777.8
"Summit County, OH",39153,2000,Black or African American,2054-5,645,74446,866.4,1201.7
"Summit County, OH",39153,2000,White,2106-3,4704,458657,1025.6,888.3
"Summit County, OH",39153,2001,Black or African American,2054-5,625,75605,826.7,1127.4
"Summit County, OH",39153,2001,White,2106-3,4719,458683,1028.8,878.1
"Summit County, OH",39153,2002,Black or African American,2054-5,577,76443,754.8,1033.7
"Summit County, OH",39153,2002,White,2106-3,4869,457701,1063.8,900.9
"Summit County, OH",39153,2003,Black or African American,2054-5,659,77307,852.4,1135.1
"Summit County, OH",39153,2003,White,2106-3,4843,456681,1060.5,881.7
"Summit County, OH",39153,2004,Black or African American,2054-5,659,78082,844,1130.8
"Summit County, OH",39153,2004,White,2106-3,4653,455134,1022.3,840.3
"Summit County, OH",39153,2005,Black or African American,2054-5,653,79239,824.1,1075.5
"Summit County, OH",39153,2005,White,2106-3,4772,453435,1052.4,854.3
"Summit County, OH",39153,2006,Black or African American,2054-5,625,80298,778.4,990
"Summit County, OH",39153,2006,White,2106-3,4510,451606,998.7,800
"Summit County, OH",39153,2007,Black or African American,2054-5,655,81311,805.5,1014.8
"Summit County, OH",39153,2007,White,2106-3,4580,449773,1018.3,797
"Summit County, OH",39153,2008,Black or African American,2054-5,638,82176,776.4,960.1
"Summit County, OH",39153,2008,White,2106-3,4758,447296,1063.7,817.3
"Summit County, OH",39153,2009,Black or African American,2054-5,649,82753,784.3,956.5
"Summit County, OH",39153,2009,White,2106-3,4676,445303,1050.1,794.5
"Summit County, OH",39153,2010,Black or African American,2054-5,651,83268,781.8,929.3
"Summit County, OH",39153,2010,White,2106-3,4645,443998,1046.2,782.8
"Trumbull County, OH",39155,2000,Black or African American,2054-5,181,18581,974.1,1238.7
"Trumbull County, OH",39155,2000,White,2106-3,2217,204930,1081.8,887.2
"Trumbull County, OH",39155,2001,Black or African American,2054-5,177,18760,943.5,1243.6
"Trumbull County, OH",39155,2001,White,2106-3,2222,203615,1091.3,885.2
"Trumbull County, OH",39155,2002,Black or African American,2054-5,158,18796,840.6,1059
"Trumbull County, OH",39155,2002,White,2106-3,2320,202057,1148.2,916.5
"Trumbull County, OH",39155,2003,Black or African American,2054-5,178,18785,947.6,1204
"Trumbull County, OH",39155,2003,White,2106-3,2232,200501,1113.2,875.2
"Trumbull County, OH",39155,2004,Black or African American,2054-5,165,18844,875.6,1064.4
"Trumbull County, OH",39155,2004,White,2106-3,2215,199105,1112.5,865.5
"Trumbull County, OH",39155,2005,Black or African American,2054-5,165,18898,873.1,1044.1
"Trumbull County, OH",39155,2005,White,2106-3,2252,197426,1140.7,872.3
"Trumbull County, OH",39155,2006,Black or African American,2054-5,181,19001,952.6,1116.6
"Trumbull County, OH",39155,2006,White,2106-3,2287,195547,1169.5,874.2
"Trumbull County, OH",39155,2007,Black or African American,2054-5,174,18973,917.1,1055.1
"Trumbull County, OH",39155,2007,White,2106-3,2296,193713,1185.3,880.8
"Trumbull County, OH",39155,2008,Black or African American,2054-5,188,18818,999,1110.8
"Trumbull County, OH",39155,2008,White,2106-3,2267,191771,1182.1,853.4
"Trumbull County, OH",39155,2009,Black or African American,2054-5,170,18932,898,1002.7
"Trumbull County, OH",39155,2009,White,2106-3,2185,190649,1146.1,819.7
"Trumbull County, OH",39155,2010,Black or African American,2054-5,180,19035,945.6,1048.9
"Trumbull County, OH",39155,2010,White,2106-3,2172,189589,1145.6,800.8
"Tuscarawas County, OH",39157,2000,White,2106-3,934,89616,1042.2,898.1
"Tuscarawas County, OH",39157,2001,Black or African American,2054-5,12,874,1373.0 (Unreliable),1751.2 (Unreliable)
"Tuscarawas County, OH",39157,2001,White,2106-3,904,89931,1005.2,854.7
"Tuscarawas County, OH",39157,2002,White,2106-3,944,90292,1045.5,877.7
"Tuscarawas County, OH",39157,2003,Black or African American,2054-5,12,925,1297.3 (Unreliable),1588.1 (Unreliable)
"Tuscarawas County, OH",39157,2003,White,2106-3,897,90498,991.2,817.4
"Tuscarawas County, OH",39157,2004,White,2106-3,858,90772,945.2,767.2
"Tuscarawas County, OH",39157,2005,Black or African American,2054-5,10,952,1050.4 (Unreliable),1321.8 (Unreliable)
"Tuscarawas County, OH",39157,2005,White,2106-3,934,90645,1030.4,818.4
"Tuscarawas County, OH",39157,2006,Black or African American,2054-5,12,973,1233.3 (Unreliable),1394.1 (Unreliable)
"Tuscarawas County, OH",39157,2006,White,2106-3,883,90574,974.9,767.2
"Tuscarawas County, OH",39157,2007,Black or African American,2054-5,13,1003,1296.1 (Unreliable),1612.9 (Unreliable)
"Tuscarawas County, OH",39157,2007,White,2106-3,917,90734,1010.6,779.9
"Tuscarawas County, OH",39157,2008,Black or African American,2054-5,12,1013,1184.6 (Unreliable),1625.4 (Unreliable)
"Tuscarawas County, OH",39157,2008,White,2106-3,923,90782,1016.7,772.7
"Tuscarawas County, OH",39157,2009,White,2106-3,934,90699,1029.8,777.3
"Tuscarawas County, OH",39157,2010,White,2106-3,921,90578,1016.8,755.9
"Union County, OH",39159,2000,White,2106-3,285,39335,724.5,892.8
"Union County, OH",39159,2001,White,2106-3,268,41139,651.4,810.5
"Union County, OH",39159,2002,White,2106-3,283,41698,678.7,851.4
"Union County, OH",39159,2003,White,2106-3,287,42728,671.7,843.1
"Union County, OH",39159,2004,White,2106-3,309,43757,706.2,897.9
"Union County, OH",39159,2005,White,2106-3,322,44834,718.2,914.5
"Union County, OH",39159,2006,White,2106-3,319,46239,689.9,868.5
"Union County, OH",39159,2007,White,2106-3,293,47285,619.6,782.2
"Union County, OH",39159,2008,White,2106-3,313,48140,650.2,816.9
"Union County, OH",39159,2009,White,2106-3,293,48835,600,728.9
"Union County, OH",39159,2010,White,2106-3,312,49214,634,778.8
"Van Wert County, OH",39161,2000,White,2106-3,311,29263,1062.8,869.6
"Van Wert County, OH",39161,2001,White,2106-3,284,29003,979.2,799.6
"Van Wert County, OH",39161,2002,White,2106-3,336,28899,1162.7,927.5
"Van Wert County, OH",39161,2003,White,2106-3,329,28862,1139.9,918.2
"Van Wert County, OH",39161,2004,White,2106-3,273,28880,945.3,739
"Van Wert County, OH",39161,2005,White,2106-3,318,28787,1104.7,882.7
"Van Wert County, OH",39161,2006,White,2106-3,296,28863,1025.5,799.8
"Van Wert County, OH",39161,2007,White,2106-3,293,28678,1021.7,781.5
"Van Wert County, OH",39161,2008,White,2106-3,317,28566,1109.7,831.7
"Van Wert County, OH",39161,2009,White,2106-3,284,28324,1002.7,757.3
"Van Wert County, OH",39161,2010,White,2106-3,254,28221,900,647.5
"Vinton County, OH",39163,2000,White,2106-3,127,12678,1001.7,1074.7
"Vinton County, OH",39163,2001,White,2106-3,106,12843,825.4,898.9
"Vinton County, OH",39163,2002,White,2106-3,121,12959,933.7,1008.2
"Vinton County, OH",39163,2003,White,2106-3,139,13136,1058.2,1128
"Vinton County, OH",39163,2004,White,2106-3,113,13181,857.3,870.4
"Vinton County, OH",39163,2005,White,2106-3,125,13219,945.6,978.6
"Vinton County, OH",39163,2006,White,2106-3,125,13362,935.5,984.8
"Vinton County, OH",39163,2007,White,2106-3,125,13406,932.4,939.2
"Vinton County, OH",39163,2008,White,2106-3,127,13292,955.5,910.1
"Vinton County, OH",39163,2009,White,2106-3,150,13312,1126.8,1102.2
"Vinton County, OH",39163,2010,White,2106-3,118,13276,888.8,813.4
"Warren County, OH",39165,2000,White,2106-3,1054,151263,696.8,906
"Warren County, OH",39165,2001,Black or African American,2054-5,10,4961,201.6 (Unreliable),684.1 (Unreliable)
"Warren County, OH",39165,2001,White,2106-3,1078,159649,675.2,878.9
"Warren County, OH",39165,2002,White,2106-3,1165,165822,702.6,905.1
"Warren County, OH",39165,2003,Black or African American,2054-5,11,5642,195.0 (Unreliable),730.4 (Unreliable)
"Warren County, OH",39165,2003,White,2106-3,1182,171758,688.2,884.2
"Warren County, OH",39165,2004,Black or African American,2054-5,22,6033,364.7,864.5
"Warren County, OH",39165,2004,White,2106-3,1169,177634,658.1,838.2
"Warren County, OH",39165,2005,Black or African American,2054-5,17,6419,264.8 (Unreliable),894.1 (Unreliable)
"Warren County, OH",39165,2005,White,2106-3,1262,182932,689.9,866.3
"Warren County, OH",39165,2006,Black or African American,2054-5,16,6790,235.6 (Unreliable),715.8 (Unreliable)
"Warren County, OH",39165,2006,White,2106-3,1195,186920,639.3,776.7
"Warren County, OH",39165,2007,Black or African American,2054-5,16,7138,224.2 (Unreliable),647.6 (Unreliable)
"Warren County, OH",39165,2007,White,2106-3,1242,190517,651.9,757.3
"Warren County, OH",39165,2008,Black or African American,2054-5,18,7433,242.2 (Unreliable),629.0 (Unreliable)
"Warren County, OH",39165,2008,White,2106-3,1295,192966,671.1,762.1
"Warren County, OH",39165,2009,Black or African American,2054-5,28,7610,367.9,981
"Warren County, OH",39165,2009,White,2106-3,1394,194688,716,793.1
"Warren County, OH",39165,2010,Black or African American,2054-5,14,7631,183.5 (Unreliable),662.6 (Unreliable)
"Warren County, OH",39165,2010,White,2106-3,1368,195589,699.4,764.6
"Washington County, OH",39167,2000,White,2106-3,687,61995,1108.2,967.5
"Washington County, OH",39167,2001,White,2106-3,682,61580,1107.5,953.5
"Washington County, OH",39167,2002,Black or African American,2054-5,10,766,1305.5 (Unreliable),1158.4 (Unreliable)
"Washington County, OH",39167,2002,White,2106-3,683,61365,1113,959.9
"Washington County, OH",39167,2003,Black or African American,2054-5,12,777,1544.4 (Unreliable),1540.5 (Unreliable)
"Washington County, OH",39167,2003,White,2106-3,693,61467,1127.4,950.1
"Washington County, OH",39167,2004,White,2106-3,636,61557,1033.2,852
"Washington County, OH",39167,2005,White,2106-3,681,61190,1112.9,915.4
"Washington County, OH",39167,2006,Black or African American,2054-5,11,843,1304.9 (Unreliable),1423.8 (Unreliable)
"Washington County, OH",39167,2006,White,2106-3,642,61018,1052.1,836.3
"Washington County, OH",39167,2007,White,2106-3,643,60836,1056.9,817.2
"Washington County, OH",39167,2008,White,2106-3,747,60595,1232.8,957.8
"Washington County, OH",39167,2009,Black or African American,2054-5,10,922,1084.6 (Unreliable),1018.7 (Unreliable)
"Washington County, OH",39167,2009,White,2106-3,659,60482,1089.6,825.4
"Washington County, OH",39167,2010,Black or African American,2054-5,12,930,1290.3 (Unreliable),1167.2 (Unreliable)
"Washington County, OH",39167,2010,White,2106-3,619,60273,1027,772.5
"Wayne County, OH",39169,2000,Black or African American,2054-5,15,2008,747.0 (Unreliable),1315.5 (Unreliable)
"Wayne County, OH",39169,2000,White,2106-3,943,108489,869.2,889.7
"Wayne County, OH",39169,2001,Black or African American,2054-5,13,2026,641.7 (Unreliable),992.7 (Unreliable)
"Wayne County, OH",39169,2001,White,2106-3,885,109057,811.5,815.1
"Wayne County, OH",39169,2002,Black or African American,2054-5,18,2070,869.6 (Unreliable),1655.3 (Unreliable)
"Wayne County, OH",39169,2002,White,2106-3,910,109529,830.8,818.6
"Wayne County, OH",39169,2003,Black or African American,2054-5,15,2083,720.1 (Unreliable),1005.6 (Unreliable)
